Wakamole,8446092,0,position,0.0509792,334.3499,0.09593514,399.0011,0.01938448,0.630356,0.0007581487,0.7760638,0.01938448,0.630356,0.0007581487
Wakamole,8446092,0,position,0.1529741,334.3689,0.09569166,399.005,0.01938927,0.6303546,0.0008434281,0.7760647,0.01938927,0.6303546,0.0008434281
Wakamole,8446092,0,position,0.2546225,334.3876,0.09561585,399.009,0.01939184,0.6303545,0.0008694381,0.7760648,0.01939184,0.6303545,0.0008694381
Wakamole,8446092,0,position,0.3559468,334.4059,0.1230258,399.0141,0.0179505,0.6306072,-0.01633586,0.7757227,0.0179505,0.6306072,-0.01633586
Wakamole,8446092,0,position,0.4559946,334.4284,0.1296964,399.0178,0.01830884,0.6306998,-0.01813494,0.7755989,0.01830884,0.6306998,-0.01813494
Wakamole,8446092,0,position,0.557946,334.4732,0.1238378,399.0225,0.01839294,0.6320125,-0.014452,0.7746051,0.01839294,0.6320125,-0.014452
Wakamole,8446092,0,position,0.6422657,334.5596,0.1225194,399.0262,0.01824443,0.6352385,-0.01450137,0.7719644,0.01824443,0.6352385,-0.01450137
Wakamole,8446092,0,position,0.7438582,334.7048,0.1231337,399.0396,0.0182884,0.6386145,-0.01522837,0.7691588,0.0182884,0.6386145,-0.01522837
Wakamole,8446092,0,position,0.8448576,334.9138,0.1231756,399.0716,0.01832445,0.6401441,-0.01533526,0.7678831,0.01832445,0.6401441,-0.01533526
Wakamole,8446092,0,position,0.9465069,335.1858,0.1228311,399.1202,0.01829728,0.6403787,-0.01525087,0.7676899,0.01829728,0.6403787,-0.01525087
Wakamole,8446092,0,position,1.04677,335.5213,0.1225363,399.1789,0.01826684,0.640964,-0.01526064,0.7672018,0.01826684,0.640964,-0.01526064
Wakamole,8446092,0,position,1.147739,335.9209,0.1223108,399.2278,0.01815287,0.6462059,-0.01544137,0.762791,0.01815287,0.6462059,-0.01544137
Wakamole,8446092,0,position,1.248704,336.3781,0.1174048,399.2447,0.0145479,0.6599821,-0.01672036,0.7509544,0.0145479,0.6599821,-0.01672036
Wakamole,8446092,0,position,1.350975,336.868,0.07925257,399.2191,0.002090221,0.6816602,-0.007778652,0.7316247,0.002090221,0.6816602,-0.007778652
Wakamole,8446092,0,position,1.451937,337.4073,0.03753457,399.1736,-0.006850764,0.700094,0.007640422,0.713977,-0.006850764,0.700094,0.007640422
Wakamole,8446092,0,position,1.55324,338.0344,0.05384506,399.1279,-0.001760373,0.7122386,0.002944715,0.7019292,-0.001760373,0.7122386,0.002944715
Wakamole,8446092,0,position,1.65421,338.717,0.05878959,399.0976,-0.0006412844,0.7175047,0.0007160529,0.6965531,-0.0006412844,0.7175047,0.0007160529
Wakamole,8446092,0,position,1.755013,339.4567,0.05557523,399.0692,-0.001588383,0.7203404,0.001575939,0.693617,-0.001588383,0.7203404,0.001575939
Wakamole,8446092,0,position,1.856005,340.2548,0.05499315,399.037,-0.001702328,0.7216472,0.001782492,0.6922567,-0.001702328,0.7216472,0.001782492
Wakamole,8446092,0,position,1.95654,341.1101,0.0552729,399.0008,-0.001547135,0.7225516,0.00162062,0.6913134,-0.001547135,0.7225516,0.00162062
Wakamole,8446092,0,position,2.056882,342.0206,0.05505572,398.9492,-0.001627575,0.7255584,0.001514994,0.688157,-0.001627575,0.7255584,0.001514994
Wakamole,8446092,0,position,2.157823,342.9849,0.05478677,398.8752,-0.001551285,0.7306494,0.001621686,0.6827492,-0.001551285,0.7306494,0.001621686
Wakamole,8446092,0,position,2.242441,344.0045,0.05459835,398.7958,-0.001472879,0.733616,0.001679942,0.6795606,-0.001472879,0.733616,0.001679942
Wakamole,8446092,0,position,2.34246,345.0787,0.05440717,398.7096,-0.001501544,0.7354445,0.001635052,0.6775813,-0.001501544,0.7354445,0.001635052
Wakamole,8446092,0,position,2.444379,346.207,0.05420612,398.6158,-0.001503896,0.7367026,0.00162264,0.6762134,-0.001503896,0.7367026,0.00162264
Wakamole,8446092,0,position,2.54501,347.3889,0.05400951,398.5143,-0.00149351,0.7376567,0.001622424,0.6751724,-0.00149351,0.7376567,0.001622424
Wakamole,8446092,0,position,2.645656,348.6239,0.05381605,398.4052,-0.001486318,0.7384369,0.001617998,0.674319,-0.001486318,0.7384369,0.001617998
Wakamole,8446092,0,position,2.745943,349.9117,0.05362334,398.2887,-0.001479614,0.7391088,0.001613088,0.6735825,-0.001479614,0.7391088,0.001613088
Wakamole,8446092,0,position,2.846317,351.2518,0.05343198,398.1649,-0.001472495,0.7397044,0.001608714,0.6729285,-0.001472495,0.7397044,0.001608714
Wakamole,8446092,0,position,2.947285,352.6438,0.05324215,398.0338,-0.001465512,0.7402371,0.001604199,0.6723425,-0.001465512,0.7402371,0.001604199
Wakamole,8446092,0,position,3.048288,354.0874,0.05305358,397.8955,-0.001458695,0.7407092,0.001599416,0.6718224,-0.001458695,0.7407092,0.001599416
Wakamole,8446092,0,position,3.149215,355.5823,0.05286612,397.7503,-0.001451954,0.7411155,0.001594454,0.6713742,-0.001451954,0.7411155,0.001594454
Wakamole,8446092,0,position,3.250283,357.1282,0.05267959,397.5981,-0.001445239,0.741444,0.001589261,0.6710113,-0.001445239,0.741444,0.001589261
Wakamole,8446092,0,position,3.352263,358.7249,0.05249386,397.4394,-0.001438518,0.7416762,0.001583748,0.6707548,-0.001438518,0.7416762,0.001583748
Wakamole,8446092,0,position,3.453198,360.3723,0.05230855,397.2745,-0.001431698,0.741784,0.001577809,0.6706356,-0.001431698,0.741784,0.001577809
Wakamole,8446092,0,position,3.553542,362.0706,0.05212296,397.1039,-0.001424696,0.7417257,0.001571268,0.6707,-0.001424696,0.7417257,0.001571268
Wakamole,8446092,0,position,3.6547,363.8199,0.05193647,396.9283,-0.001417284,0.7414365,0.001563706,0.6710197,-0.001417284,0.7414365,0.001563706
Wakamole,8446092,0,position,3.755139,365.6211,0.05174753,396.7491,-0.001408922,0.7408077,0.001554415,0.6717139,-0.001408922,0.7408077,0.001554415
Wakamole,8446092,0,position,3.855747,367.4757,0.05155343,396.5679,-0.001398513,0.7396398,0.001541764,0.6729998,-0.001398513,0.7396398,0.001541764
Wakamole,8446092,0,position,3.95676,369.3869,0.05134792,396.3878,-0.00138364,0.7375383,0.001522526,0.6753023,-0.00138364,0.7375383,0.001522526
Wakamole,8446092,0,position,4.058581,371.3568,0.05112939,396.2142,-0.001377329,0.7344754,0.001518123,0.6786323,-0.001377329,0.7344754,0.001518123
Wakamole,8446092,0,position,4.14258,373.377,0.05095308,396.0509,-0.001394893,0.7319896,0.001543418,0.6813127,-0.001394893,0.7319896,0.001543418
Wakamole,8446092,0,position,4.243553,375.4444,0.0508021,395.8962,-0.00139871,0.7302285,0.001539528,0.6831999,-0.00139871,0.7302285,0.001539528
Wakamole,8446092,0,position,4.344172,377.5584,0.05063302,395.7483,-0.001394972,0.728973,0.001525,0.6845394,-0.001394972,0.728973,0.001525
Wakamole,8446092,0,position,4.444819,379.7182,0.05046295,395.6053,-0.001394099,0.7280695,0.001515307,0.6855003,-0.001394099,0.7280695,0.001515307
Wakamole,8446092,0,position,4.545475,381.9234,0.05030124,395.4658,-0.001394537,0.7274132,0.001507863,0.6861967,-0.001394537,0.7274132,0.001507863
Wakamole,8446092,0,position,4.646748,384.172,0.05014247,395.315,-0.001517525,0.7295372,0.00139074,0.683938,-0.001517525,0.7295372,0.00139074
Wakamole,8446092,0,position,4.747698,386.4554,0.04999815,395.0955,-0.001603887,0.74067,0.001321673,0.6718658,-0.001603887,0.74067,0.001321673
Wakamole,8446092,0,position,4.848696,388.7747,0.04984808,394.8106,-0.001320254,0.7519663,0.001556672,0.6591985,-0.001320254,0.7519663,0.001556672
Wakamole,8446092,0,position,4.949627,391.1313,0.04968482,394.4775,-0.001301473,0.7599896,0.001556158,0.6499321,-0.001301473,0.7599896,0.001556158
Wakamole,8446092,0,position,5.050588,393.5247,0.04952748,394.1007,-0.0013471,0.7657459,0.001508884,0.6431401,-0.0013471,0.7657459,0.001508884
Wakamole,8446092,0,position,5.152514,395.9546,0.04937635,393.6853,-0.00133864,0.7699064,0.001510903,0.6381536,-0.00133864,0.7699064,0.001510903
